0.0015,-0.0218,-0.0175
1413393212.4058,  -0.0000,-0.0000,-0.0000  0.0055,-0.0280,-0.0241
1413393212.4558,  0.0054,0.0054,-0.0239  0.0046,-0.0288,-0.0196
1413393212.5058,  -0.0000,0.0000,-0.0000  0.0032,-0.0312,-0.0233
1413393212.5558,  0.0017,0.0004,0.0067  0.0019,-0.0219,-0.0230
1413393212.6058,  0.0004,0.0015,0.0054  0.0030,-0.0247,-0.0280
1413393212.6558,  0.0014,0.0020,-0.0050  0.0077,-0.0259,-0.0357
1413393212.7058,  -0.0000,-0.0000,-0.0000  0.0107,-0.0212,-0.0414
1413393212.7558,  0.0136,0.0017,-0.0294  0.0062,-0.0285,-0.0429
1413393212.8058,  -0.0045,-0.0106,-0.0190  0.0033,-0.0247,-0.0431
1413393212.8558,  -0.0052,-0.0059,-0.0116  0.0014,-0.0237,-0.0434
1413393212.9058,  -0.0000,-0.0000,-0.0000  0.0008,-0.0282,-0.0463
1413393212.9558,  -0.0048,-0.0095,-0.0171  0.0025,-0.0252,-0.0473
1413393213.0058,  -0.0016,-0.0097,-0.0183  0.0022,-0.0247,-0.0480
1413393213.0558,  0.0017,-0.0031,-0.0133  0.0011,-0.0249,-0.0498
1413393213.1058,  -0.0000,-0.0000,0.0000  -0.0007,-0.0208,-0.0470
1413393213.1558,  -0.0039,0.0004,-0.0062  -0.0018,-0.0186,-0.0485
1413393213.2058,  -0.0081,-0.0011,-0.0114  -0.0012,-0.0197,-0.0482
1413393213.2558,  -0.0057,-0.0015,-0.0102  -0.0028,-0.0201,-0.0482
1413393213.3058,  -0.0000,-0.0000,-0.0000  -0.0010,-0.0153,-0.0502
1413393213.3558,  0.0014,0.0018,-0.0043  0.0007,-0.0153,-0.0471
1413393213.4058,  0.0034,0.0004,-0.0030  -0.0009,-0.0171,-0.0516
1413393213.4558,  -0.0047,0.0001,-0.0123  -0.0010,-0.0158,-0.0509
1413393213.5058,  -0.0000,-0.0000,-0.0000  0.0038,-0.0112,-0.0509
1413393213.5558,  0.0091,0.0072,-0.0146  0.0055,-0.0098,-0.0525
1413393213.6058,  0.0027,0.0016,-0.0204  0.0070,-0.0124,-0.0521
1413393213.6558,  0.0047,-0.0026,-0.0113  0.0091,-0.0131,-0.0531
1413393213.7058,  -0.0000,-0.0000,-0.0000  0.0117,-0.0077,-0.0529
1413393213.7558,  0.0125,0.0102,-0.0123  0.0150,-0.0045,-0.0532
1413393213.8058,  0.0229,0.0097,-0.0116  0.0131,-0.0043,-0.0501
1413393213.8558,  0.0028,0.0009,-0.0116  0.0188,-0.0048,-0.0506
1413393213.9058,  -0.0000,-0.0000,-0.0000  0.0229,0.0021,-0.0490
1413393213.9558,  0.0308,0.0163,-0.0122  0.0230,0.0266,-0.0450
1413393214.0058,  0.0310,0.0454,-0.0058  0.0250,0.0204,-0.0462
1413393214.0558,  0.0251,0.0252,-0.0093  0.0226,0.0142,-0.0462
1413393214.1058,  -0.0000,0.0000,-0.0000  0.0234,0.0107,-0.0462
1413393214.1558,  0.0035,0.0101,0.0007  0.0185,0.0114,-0.0463
1413393214.2058,  0.0010,0.0053,0.0049  0.0181,0.0070,-0.0457
1413393214.2558,  -0.0008,0.0024,0.0059  0.0188,0.0039,-0.0461
1413393214.3058,  -0.0000,-0.0000,-0.0000  0.0214,0.0106,-0.0433
1413393214.3558,  0.0196,0.0154,0.0149  0.0216,0.0090,-0.0416
1413393214.4058,  0.0067,0.0088,0.0148  0.0202,0.0091,-0.0404
1413393214.4558,  0.0024,0.0007,0.0099  0.0204,0.0084,-0.0373
1413393214.5058,  -0.0000,-0.0000,-0.0000  0.0206,0.0057,-0.0398
1413393214.5558,  0.0017,-0.0001,0.0066  0.0161,0.0073,-0.0400
1413393214.6058,  -0.0024,0.0009,0.0059  0.0169,0.0047,-0.0392
1413393214.6558,  -0.0024,0.0003,0.0048  0.0150,0.0065,-0.0431
