0.0085,-0.0004,-0.0144
1403715886.6341,  -0.0000,-0.0000,-0.0000  0.0088,0.0007,-0.0172
1403715886.6841,  0.0073,0.0026,-0.0145  0.0063,0.0002,-0.0162
1403715886.7341,  -0.0000,-0.0000,-0.0000  0.0059,0.0007,-0.0147
1403715886.7841,  -0.0016,0.0001,0.0024  0.0040,-0.0002,-0.0157
1403715886.8341,  -0.0024,-0.0017,-0.0012  0.0071,0.0014,-0.0142
1403715886.8841,  0.0006,0.0006,0.0000  0.0099,0.0015,-0.0123
1403715886.9341,  -0.0000,0.0000,-0.0000  0.0066,0.0007,-0.0122
1403715886.9841,  0.0003,-0.0012,0.0018  0.0038,0.0025,-0.0116
1403715887.0341,  -0.0044,0.0009,0.0009  0.0043,0.0011,-0.0122
1403715887.0841,  -0.0011,-0.0019,0.0000  0.0055,0.0037,-0.0120
1403715887.1341,  -0.0000,0.0000,-0.0000  0.0065,0.0050,-0.0130
1403715887.1841,  0.0016,0.0035,-0.0007  0.0034,0.0049,-0.0141
1403715887.2341,  -0.0030,0.0034,-0.0036  0.0025,0.0028,-0.0118
1403715887.2841,  -0.0047,-0.0006,0.0006  0.0004,0.0013,-0.0130
1403715887.3341,  -0.0000,0.0000,-0.0000  0.0043,0.0005,-0.0142
1403715887.3841,  0.0023,-0.0040,-0.0040  0.0083,-0.0001,-0.0125
1403715887.4341,  0.0065,-0.0037,-0.0005  0.0057,0.0021,-0.0124
1403715887.4841,  0.0006,0.0007,-0.0002  0.0043,0.0036,-0.0113
1403715887.5341,  -0.0000,-0.0000,-0.0000  0.0046,0.0046,-0.0131
1403715887.5841,  0.0007,0.0027,-0.0079  0.0067,0.0043,-0.0113
1403715887.6341,  0.0031,-0.0004,-0.0005  0.0056,0.0023,-0.0101
1403715887.6841,  0.0013,-0.0022,-0.0000  0.0067,0.0044,-0.0100
1403715887.7341,  0.0016,0.0012,0.0006  0.0057,0.0031,-0.0106
1403715887.7841,  0.0010,-0.0005,0.0007  0.0050,0.0042,-0.0098
1403715887.8341,  -0.0006,-0.0006,0.0005  0.0044,0.0033,-0.0106
1403715887.8841,  -0.0017,0.0002,0.0013  0.0036,0.0025,-0.0099
1403715887.9341,  -0.0015,-0.0004,0.0010  0.0035,0.0040,-0.0108
1403715887.9841,  -0.0011,0.0010,-0.0006  0.0052,0.0059,-0.0117
1403715888.0341,  0.0020,0.0031,-0.0023  0.0061,0.0037,-0.0108
1403715888.0841,  0.0017,-0.0011,-0.0004  0.0038,0.0019,-0.0099
1403715888.1341,  -0.0019,-0.0027,0.0014  0.0046,0.0027,-0.0101
1403715888.1841,  -0.0007,-0.0012,0.0001  0.0041,0.0052,-0.0103
1403715888.2341,  -0.0004,0.0018,0.0001  0.0060,0.0038,-0.0108
1403715888.2841,  0.0016,-0.0002,-0.0001  0.0056,0.0041,-0.0109
1403715888.3341,  0.0009,0.0008,-0.0003  0.0040,0.0028,-0.0109
1403715888.3841,  -0.0019,-0.0019,-0.0003  0.0043,0.0037,-0.0109
1403715888.4341,  -0.0013,0.0004,-0.0005  0.0053,0.0044,-0.0103
1403715888.4841,  0.0007,0.0012,0.0008  0.0058,0.0063,-0.0108
1403715888.5341,  0.0017,0.0043,-0.0002  0.0043,0.0029,-0.0102
1403715888.5841,  -0.0011,-0.0025,0.0002  0.0037,0.0023,-0.0090
1403715888.6341,  -0.0020,-0.0021,0.0010  0.0047,0.0040,-0.0098
1403715888.6841,  0.0000,0.0010,0.0009  0.0058,0.0057,-0.0103
1403715888.7341,  0.0015,0.0031,0.0006  0.0058,0.0028,-0.0094
1403715888.7841,  0.0018,-0.0021,0.0005  0.0060,0.0026,-0.0120
1403715888.8341,  0.0019,-0.0025,-0.0032  0.0039,0.0026,-0.0112
1403715888.8841,  -0.0013,-0.0015,-0.0013  0.0048,0.0048,-0.0088
1403715888.9341,  0.0001,0.0017,0.0018  0.0044,0.0036,-0.0093
1403715888.9841,  -0.0001,-0.0004,0.0017  0.0043,0.0052,-0.0105
1403715889.0341,  -0.0003,0.0025,-0.0015  0.0039,0.0025,-0.0089
1403715889.0841,  -0.0001,-0.0016,0.0022  0.0045,0.0034,-0.0085
1403715889.1341,  0.0001,-0.0012,0.0019  0.0043,0.0044,-0.0107
1403715889.1841,  0.0001,0.0009,-0.0016  0.0032,0.0029,-0.0103
1403715889.2341,  -0.0015,-0.0017,-0.0007  0.0040,0.0043,-0.0110
1403715889.2841,  -0.0007,0.0012,-0.0013  0.0046,0.0040,-0.0096
1403715889.3341,  0.0011,-0.0000,0.0001  0.0044,0.0046,-0.0089
1403715889.3841,  0.0001,0.0004,0.0010  0.0048,0.0027,-0.0086
1403715889.4341,  0.0012,-0.0020,0.0017  0.0033,0.0036,-0.0101
1403715889.4841,  -0.0017,0.0005,-0.0014  0.0022,0.0026,-0.0108
1403715889.5341,  -0.0026,-0.0009,-0.0016  0.0030,0.0036,-0.0097
1403715889.5841,  -0.0013,-0.0000,-0.0003  0.0050,0.0054,-0.0091
1403715889.6341,  0.0028,0.0014,0.0013  0.0045,0.0056,-0.0089
1403715889.6841,  0.0006,0.0021,0.0009  0.0031,-0.0066,-0.0100
1403715889.7341,  -0.0014,-0.0030,-0.0006  0.0001,-0.0062,-0.0097
1403715889.7841,  -0.0034,0.0002,-0.0011  0.0072,-0.0040,-0.0072
1403715889.8341,  0.0058,-0.0005,0.0036  0.0067,-0.0033,-0.0064
1403715889.8841,  0.0052,0.0001,0.0043  0.0059,0.0100,-0.0086
1403715889.9341,  0.0025,0.0016,0.0018  0.0094,0.0053,-0.0070
1403715889.9841,  0.0063,-0.0023,0.0032  0.0028,0.0083,-0.0093
1403715890.0341,  -0.0019,-0.0005,0.0011  0.0032,0.0072,-0.0122
1403715890.0841,  -0.0022,-0.0014,-0.0041  0.0010,0.0032,-0.0144
1403715890.1341,  -0.0030,-0.0004,-0.0060  0.0033,-0.0076,-0.0118
1403715890.1841,  0.0007,-0.0002,-0.0008  0.0021,-0.0015,-0.0107
1403715890.2341,  -0.0006,0.0018,0.0002  -0.0001,0.0036,-0.0135
1403715890.2841,  -0.0036,0.0044,-0.0025  -0.0008,0.0041,-0.0114
1403715890.3341,  -0.0044,0.0003,-0.0018  -0.0014,0.0179,-0.0157
1403715890.3841,  -0.0053,0.0016,-0.0036  -0.0022,0.0136,-0.0156
1403715890.4341,  -0.0056,0.0031,-0.0063  0.0005,0.0092,-0.0117
1403715890.4841,  -0.0026,0.0016,-0.0026  0.0042,0.0060,-0.0106
1403715890.5341,  0.0030,0.0007,0.0018  0.0001,-0.0045,-0.0101
1403715890.5841,  -0.0024,0.0002,0.0014  0.0014,0.0007,-0.0080
1403715890.6341,  -0.0043,0.0025,0.0011  0.0047,0.0023,-0.0082
1403715890.6841,  0.0038,0.0003,0.0023  0.0015,0.0017,-0.0091
1403715890.7341,  -0.0007,0.0006,-0.0004  0.0007,0.0127,-0.0077
1403715890.7841,  -0.0025,-0.0021,0.0006  0.0039,0.0059,-0.0071
1403715890.8341,  0.0009,-0.0021,0.0015  0.0057,0.0063,-0.0097
1403715890.8841,  0.0052,-0.0027,0.0013  0.0048,0.0042,-0.0085
1403715890.9341,  -0.0002,-0.0013,0.0017  0.0078,0.0031,-0.0091
1403715890.9841,  0.0043,0.0004,0.0008  0.0046,0.0049,-0.0082
1403715891.0341,  0.0005,-0.0015,0.0006  0.0052,0.0004,-0.0099
1403715891.0841,  0.0017,-0.0024,-0.0010  0.0026,0.0014,-0.0120
1403715891.1341,  -0.0017,-0.0004,-0.0017  0.0030,0.0040,-0.0082
1403715891.1841,  -0.0009,0.0022,0.0016  0.0039,0.0024,-0.0098
1403715891.2341,  0.0027,0.0012,0.0010  0.0026,0.0040,-0.0078
1403715891.2841,  -0.0025,0.0002,-0.0008  0.0065,0.0028,-0.0080
1403715891.3341,  0.0024,-0.0009,-0.0002  0.0054,0.0015,-0.0099
1403715891.3841,  0.0016,-0.0020,0.0014  0.0017,0.0020,-0.0100
1403715891.4341,  -0.0029,-0.0008,-0.0028  0.0044,0.0026,-0.0090
1403715891.4841,  0.0009,0.0013,0.0010  0.0033,0.0021,-0.0057
1403715891.5341,  -0.0003,-0.0012,0.0014  0.0025,0.0043,-0.0066
1403715891.5841,  -0.0010,0.0006,0.0014  0.0035,0.0059,-0.0105
1403715891.6341,  0.0008,0.0036,-0.0000  0.0055,0.0017,-0.0101
1403715891.6841,  0.0034,-0.0009,-0.0012  0.0038,0.0016,-0.0077
1403715891.7341,  0.0005,-0.0019,0.0008  0.0020,0.0041,-0.0069
1403715891.7841,  -0.0037,0.0004,-0.0002  0.0096,0.0014,-0.0046
1403715891.8341,  0.0064,-0.0011,0.0073  0.0052,0.0021,-0.0091
1403715891.8841,  0.0048,-0.0020,0.0029  -0.0017,-0.0018,-0.0107
1403715891.9341,  -0.0095,-0.0075,-0.0050  0.0028,0.0002,-0.0098
