0.0027,0.0041,-0.0090
1403715273.3121,  -0.0000,-0.0000,-0.0000  0.0034,0.0058,-0.0103
1403715273.3621,  0.0017,0.0063,-0.0089  0.0036,0.0053,-0.0089
1403715273.4121,  -0.0000,0.0000,-0.0000  0.0035,0.0050,-0.0090
1403715273.4621,  0.0001,0.0001,-0.0003  0.0036,0.0055,-0.0094
1403715273.5121,  -0.0000,-0.0007,-0.0009  0.0037,0.0063,-0.0088
1403715273.5621,  -0.0006,0.0005,0.0011  0.0003,-0.0006,-0.0058
1403715273.6121,  -0.0000,0.0000,-0.0000  0.0013,0.0090,-0.0076
1403715273.6621,  -0.0006,0.0014,0.0020  0.0040,0.0247,-0.0090
1403715273.7121,  -0.0007,0.0042,0.0000  0.0043,0.0289,-0.0090
1403715273.7621,  0.0006,-0.0001,0.0006  0.0053,0.0195,-0.0104
1403715273.8121,  -0.0000,0.0000,-0.0000  0.0048,0.0086,-0.0119
1403715273.8621,  0.0015,-0.0048,-0.0017  0.0033,0.0029,-0.0104
1403715273.9121,  0.0008,-0.0003,-0.0020  0.0008,-0.0037,-0.0084
1403715273.9621,  -0.0012,0.0032,0.0016  0.0036,0.0149,-0.0068
1403715274.0121,  -0.0000,0.0000,-0.0000  0.0041,0.0162,-0.0049
1403715274.0621,  0.0002,0.0022,0.0058  0.0051,0.0140,-0.0064
1403715274.1121,  0.0016,-0.0014,0.0036  0.0014,0.0132,-0.0090
1403715274.1621,  -0.0001,0.0007,0.0008  0.0008,0.0045,-0.0106
1403715274.2121,  -0.0000,0.0000,-0.0000  0.0006,0.0025,-0.0131
1403715274.2621,  -0.0008,-0.0005,-0.0048  -0.0000,0.0020,-0.0087
1403715274.3121,  -0.0033,-0.0013,-0.0040  0.0035,0.0034,-0.0101
1403715274.3621,  0.0008,0.0005,-0.0016  0.0021,0.0176,-0.0068
1403715274.4121,  -0.0000,0.0000,-0.0000  0.0025,0.0143,-0.0080
1403715274.4621,  -0.0007,-0.0009,0.0005  0.0036,0.0100,-0.0095
1403715274.5121,  0.0017,-0.0014,-0.0013  0.0028,0.0050,-0.0085
1403715274.5621,  0.0001,-0.0027,-0.0009  0.0019,-0.0075,-0.0102
1403715274.6121,  -0.0000,0.0000,-0.0000  0.0021,-0.0037,-0.0064
1403715274.6621,  -0.0001,-0.0013,0.0002  0.0040,-0.0034,-0.0037
1403715274.7121,  0.0026,-0.0020,0.0036  0.0024,0.0022,-0.0082
1403715274.7621,  0.0006,-0.0005,0.0014  0.0026,0.0017,-0.0085
1403715274.8121,  -0.0000,0.0000,-0.0000  0.0033,0.0038,-0.0046
1403715274.8621,  0.0006,0.0008,0.0025  0.0013,0.0021,-0.0078
1403715274.9121,  -0.0001,-0.0006,0.0000  0.0028,0.0052,-0.0069
1403715274.9621,  -0.0001,0.0008,-0.0006  0.0028,0.0050,-0.0068
1403715275.0121,  -0.0000,0.0000,-0.0000  0.0028,0.0043,-0.0079
1403715275.0621,  0.0009,-0.0007,0.0004  0.0017,0.0051,-0.0076
1403715275.1121,  -0.0003,0.0004,-0.0004  0.0023,0.0060,-0.0074
1403715275.1621,  -0.0006,-0.0001,-0.0012  0.0026,0.0059,-0.0055
1403715275.2121,  -0.0000,0.0000,-0.0000  0.0028,0.0044,-0.0080
1403715275.2621,  0.0006,-0.0011,-0.0002  0.0034,0.0049,-0.0079
1403715275.3121,  0.0013,0.0006,-0.0012  0.0022,0.0059,-0.0096
1403715275.3621,  -0.0000,0.0010,-0.0010  0.0025,0.0036,-0.0078
1403715275.4121,  -0.0000,0.0000,-0.0000  0.0020,0.0045,-0.0069
1403715275.4621,  -0.0005,0.0005,-0.0003  0.0024,0.0057,-0.0066
