0.0051,-0.0009,-0.0094
1403638518.2278,  -0.0000,-0.0000,-0.0000  0.0014,0.0012,-0.0093
1403638518.2778,  -0.0048,0.0018,-0.0057  0.0005,0.0012,-0.0070
1403638518.3278,  -0.0017,0.0017,0.0022  0.0010,0.0002,-0.0051
1403638518.3778,  0.0025,-0.0012,0.0037  0.0022,-0.0002,-0.0048
1403638518.4278,  0.0042,-0.0014,0.0034  0.0011,-0.0003,-0.0047
1403638518.4778,  0.0015,-0.0006,0.0017  0.0004,0.0014,-0.0055
1403638518.5278,  -0.0002,0.0013,0.0000  -0.0010,0.0008,-0.0055
1403638518.5778,  -0.0019,0.0000,-0.0009  -0.0004,0.0014,-0.0068
1403638518.6278,  -0.0003,-0.0000,-0.0011  -0.0008,0.0006,-0.0064
1403638518.6778,  -0.0007,-0.0001,-0.0010  0.0011,0.0006,-0.0053
1403638518.7278,  0.0029,-0.0003,0.0010  0.0001,-0.0000,-0.0052
1403638518.7778,  0.0005,-0.0006,0.0007  0.0018,0.0015,-0.0052
1403638518.8278,  -0.0000,-0.0000,-0.0000  -0.0003,0.0003,-0.0057
1403638518.8778,  -0.0014,-0.0002,-0.0006  -0.0010,0.0003,-0.0059
1403638518.9278,  -0.0026,-0.0004,-0.0010  -0.0008,-0.0008,-0.0059
1403638518.9778,  -0.0002,-0.0019,-0.0010  -0.0013,0.0000,-0.0060
1403638519.0278,  -0.0000,0.0000,-0.0000  -0.0003,0.0016,-0.0062
1403638519.0778,  0.0002,0.0018,-0.0005  0.0009,0.0024,-0.0055
1403638519.1278,  0.0028,0.0016,0.0013  0.0010,0.0014,-0.0054
1403638519.1778,  0.0013,0.0001,0.0005  0.0005,0.0007,-0.0045
1403638519.2278,  -0.0000,0.0000,0.0000  0.0019,0.0008,-0.0050
1403638519.2778,  0.0023,-0.0002,0.0009  0.0013,0.0004,-0.0054
1403638519.3278,  0.0010,-0.0008,0.0002  -0.0000,0.0014,-0.0057
1403638519.3778,  -0.0005,0.0006,0.0002  -0.0009,0.0011,-0.0066
1403638519.4278,  -0.0000,0.0000,-0.0000  -0.0004,0.0017,-0.0057
1403638519.4778,  -0.0007,0.0015,0.0000  -0.0008,0.0011,-0.0052
1403638519.5278,  -0.0005,0.0001,-0.0003  -0.0001,0.0008,-0.0046
1403638519.5778,  0.0010,-0.0004,0.0011  -0.0007,0.0012,-0.0050
1403638519.6278,  -0.0000,0.0000,-0.0000  0.0004,0.0013,-0.0063
1403638519.6778,  0.0004,0.0010,-0.0011  0.0006,0.0002,-0.0053
1403638519.7278,  0.0020,0.0002,0.0013  -0.0000,-0.0002,-0.0053
1403638519.7778,  -0.0002,-0.0011,0.0005  0.0003,0.0002,-0.0050
1403638519.8278,  -0.0000,0.0000,-0.0000  0.0003,-0.0008,-0.0054
1403638519.8778,  0.0008,-0.0009,-0.0001  -0.0003,-0.0001,-0.0048
1403638519.9278,  0.0002,-0.0005,0.0004  -0.0017,0.0009,-0.0061
1403638519.9778,  -0.0024,0.0015,-0.0005  -0.0004,0.0004,-0.0061
1403638520.0278,  -0.0000,0.0000,-0.0000  -0.0002,0.0002,-0.0052
1403638520.0778,  0.0002,-0.0004,-0.0006  -0.0000,0.0007,-0.0049
1403638520.1278,  0.0009,0.0003,0.0008  -0.0001,-0.0001,-0.0045
1403638520.1778,  -0.0002,-0.0010,0.0004  -0.0003,-0.0008,-0.0052
