0.0074,-0.0330,-0.0188
1413394881.7558,  -0.0000,0.0000,-0.0000  0.0143,-0.0531,-0.0298
1413394881.8058,  0.0104,0.0010,-0.0248  0.0169,-0.0554,-0.0342
1413394881.8558,  -0.0000,0.0000,-0.0000  0.0148,-0.0593,-0.0397
1413394881.9058,  0.0024,-0.0112,-0.0122  0.0108,-0.0619,-0.0488
1413394881.9558,  -0.0012,-0.0154,-0.0151  0.0061,-0.0558,-0.0473
1413394882.0058,  -0.0131,-0.0219,-0.0222  0.0010,-0.0648,-0.0529
1413394882.0558,  -0.0000,-0.0000,-0.0000  -0.0049,-0.0552,-0.0569
1413394882.1058,  -0.0223,-0.0190,-0.0270  -0.0053,-0.0634,-0.0628
1413394882.1558,  -0.0230,-0.0168,-0.0400  -0.0043,-0.0708,-0.0646
1413394882.2058,  -0.0163,-0.0082,-0.0335  -0.0129,-0.0693,-0.0627
1413394882.2558,  -0.0000,-0.0000,-0.0000  -0.0106,-0.0695,-0.0720
1413394882.3058,  -0.0238,-0.0066,-0.0459  -0.0057,-0.0639,-0.0717
1413394882.3558,  -0.0051,-0.0017,-0.0437  0.0085,-0.0375,-0.0704
1413394882.4058,  0.0485,0.0563,-0.0224  0.0096,-0.0265,-0.0670
1413394882.4558,  -0.0000,-0.0000,-0.0000  0.0086,-0.0166,-0.0545
1413394882.5058,  0.0186,0.0556,0.0153  0.0104,-0.0216,-0.0551
1413394882.5558,  0.0182,0.0404,0.0075  0.0081,-0.0015,-0.0458
1413394882.6058,  0.0103,0.0385,0.0167  0.0072,-0.0013,-0.0435
1413394882.6558,  -0.0000,-0.0000,0.0000  0.0065,-0.0004,-0.0370
1413394882.7058,  0.0030,0.0188,0.0219  0.0070,-0.0002,-0.0367
1413394882.7558,  0.0006,0.0069,0.0123  0.0140,0.0089,-0.0346
1413394882.8058,  0.0112,0.0165,0.0087  0.0136,0.0120,-0.0271
1413394882.8558,  -0.0000,0.0000,-0.0000  0.0120,0.0131,-0.0218
1413394882.9058,  -0.0015,0.0011,0.0196  0.0098,0.0080,-0.0206
1413394882.9558,  -0.0036,-0.0045,0.0198  0.0072,0.0056,-0.0212
1413394883.0058,  -0.0035,-0.0055,0.0154  0.0074,0.0035,-0.0209
1413394883.0558,  -0.0000,-0.0000,-0.0000  0.0074,0.0039,-0.0226
1413394883.1058,  0.0001,-0.0059,0.0022  0.0078,0.0055,-0.0238
1413394883.1558,  0.0001,-0.0034,-0.0020  0.0093,0.0041,-0.0257
1413394883.2058,  0.0023,-0.0030,-0.0020  0.0126,0.0069,-0.0252
1413394883.2558,  -0.0000,-0.0000,-0.0000  0.0107,0.0055,-0.0242
1413394883.3058,  0.0015,0.0007,0.0066  0.0099,0.0022,-0.0224
1413394883.3558,  -0.0011,-0.0059,0.0081  0.0097,0.0031,-0.0220
1413394883.4058,  0.0005,-0.0041,0.0034  0.0110,0.0048,-0.0224
1413394883.4558,  -0.0000,-0.0000,-0.0000  0.0092,0.0074,-0.0191
1413394883.5058,  0.0005,0.0005,0.0074  0.0084,0.0066,-0.0188
1413394883.5558,  -0.0005,-0.0000,0.0077  0.0079,0.0055,-0.0107
1413394883.6058,  0.0001,0.0016,0.0092  0.0103,0.0047,-0.0190
1413394883.6558,  -0.0000,0.0000,-0.0000  0.0084,0.0072,-0.0127
1413394883.7058,  0.0042,0.0070,0.0072  0.0095,0.0078,-0.0094
1413394883.7558,  -0.0006,-0.0010,0.0138  0.0086,0.0022,-0.0075
1413394883.8058,  -0.0066,-0.0137,0.0062  0.0039,0.0024,-0.0098
1413394883.8558,  -0.0000,-0.0000,-0.0000  0.0077,0.0079,-0.0046
1413394883.9058,  0.0024,-0.0015,-0.0006  0.0057,0.0066,-0.0047
1413394883.9558,  -0.0013,-0.0006,0.0023  0.0046,-0.0009,-0.0096
1413394884.0058,  -0.0021,-0.0060,-0.0008  0.0044,0.0039,-0.0053
1413394884.0558,  -0.0000,-0.0000,-0.0000  0.0078,0.0019,-0.0072
1413394884.1058,  0.0043,0.0008,-0.0007  0.0055,0.0046,-0.0059
1413394884.1558,  -0.0015,-0.0013,0.0025  0.0067,0.0039,-0.0056
1413394884.2058,  0.0008,-0.0004,0.0015  0.0045,0.0030,-0.0069
1413394884.2558,  -0.0000,-0.0000,-0.0000  0.0065,0.0034,-0.0078
1413394884.3058,  0.0033,0.0009,-0.0023  0.0063,0.0003,-0.0070
1413394884.3558,  0.0017,0.0023,0.0023  0.0072,-0.0018,-0.0076
1413394884.4058,  0.0003,-0.0019,0.0011  0.0040,0.0009,-0.0048
